SMILES,NLL
N#Cc1ccc(-c2cc(-c3ccc(C#N)nc3)cc(-c3nc(-c4ccc(C#N)cc4)nc4cccnc34)c2)cc1,15.73
CCn1ccc2c(-c3cc(-c4ccc(-c5cccc(C#N)n5)cc4)cc(-c4ccc(C#N)cc4)n3)nc(C#N)cc21,15.03
N#Cc1ccc(-c2nc(-c3ccc(C#N)nc3)nc(CN)c2-c2ccc(C#N)nc2)cc1,25.45
N#Cc1ccc(-c2nc(-c3ccnc4cc(C#N)cc(C#N)c34)cs2)cc1,16.88
N#Cc1cccc(-c2ccc(-c3cc(C#N)nc4c3CCN4c3ccc(C#N)cc3F)cc2)c1,16.66
N#Cc1ccc(-c2ccn3ncc(-c4ncc(C#N)c(-c5ccc(C#N)cc5)n4)c3c2)cc1,8.06
N#Cc1ccc(-c2nc(-c3nn(CCCN4CCSCC4)c4ncncc34)nc(-c3ccc(-c4cnc(-c5cc(C#N)cc(C#N)c5)cn4)cc3F)c2C#N)cc1,34.46
Cn1cc(-c2cc(C#N)cc(-c3ccc(-c4ccccc4C#N)c(C#N)n3)c2)c2ccn(C)c2c1=O,19.83
N#Cc1cccc(-c2nc(C#N)cc3cc(-c4ccc(C#N)nc4)ccc23)c1,11.54
N#Cc1cc(F)cc(-c2cc(C#N)cc(-n3cc(C#N)c(=O)c4cc(C#N)cnc43)c2)c1,17.36
N#Cc1ccc(-c2cc(C#N)cc(-c3nc4c(c(-c5ccc(C#N)cc5)n3)CCC4)c2)cc1,14.42
N#Cc1ccc(-c2ccc(-c3cc(-c4ccc(C#N)cc4)nc(-c4nc(C#N)cc5c4CCCC5)c3)cc2)cc1,15.1
N#Cc1ccc(-c2cnc(N3CC(Cn4ncc5c(-c6cccc(C#N)c6)nc(C#N)nc54)C3)nc2)cc1,12.53
N#Cc1ccc(-c2ccc(C#N)nc2-c2cncc(-c3cnc4ncc(-c5cncc(C#N)c5)cc4c3)c2)cc1,21.94
CCc1cc(C#N)ccc1-c1cc(-c2ccc(-c3ccc(C#N)cc3)cc2)n(-c2ccc(C#N)cc2)n1,18.07
N#Cc1ccc(-c2cnc3c(-c4csc(-c5ccc(C#N)cc5)n4)c[nH]c3c2)cc1,11.96
N#Cc1ccc(-c2ccc3c(-c4cc(-c5ccc(C#N)cc5)nc(-c5cccc(C#N)n5)n4)[nH]nc3c2)cc1,14.2
Cc1nn(C2CCN(C(=O)C#CC#N)CC2)c2c(-c3cccc(C#N)c3)nc(-c3cncc(C#N)c3)nc12,19.44
O=C(CCCCCCC(O)=NO)Nc1cc(-c2cncc(-c3nc4ccc(Br)cc4c4ccccc34)c2)ccn1,46.68
N#Cc1ccc(-c2cc(-c3nc(C#N)cc4[nH]c(C(=O)CN)c(F)c34)cc(-c3ccc(C#N)nc3)n2)cc1,28.55
N#Cc1ccc(-c2ccc3sc4c(-c5cccc(C#N)c5)nc(-c5cccc(C#N)n5)nc4c3n2)cc1,23.92
COc1nc2c(cc1C#N)c1c(C#N)c(C#N)n(C)c1c1ccnc(OC)c12,42.41
Cn1c(C#N)cc2nccc(-c3cc(-c4ccc(C#N)cc4)cc(-c4ccc(-c5cc(C#N)cc(C#N)c5)s4)c3)c21,21.37
N#Cc1cc(-c2ccc(C#N)nc2)cc(-c2cc(C#N)nc(-c3ccncc3)c2)c1,15.57
Cn1cc(-c2sc(-c3ccc(C#N)cc3)nc2C(=O)NCc2ccc(C#N)cc2)c2ccc(-c3ccc(C#N)cc3)cc2c1=O,18.37
N#Cc1cccc(-c2cc(-c3cc(C#N)cc(-c4cccc(C#N)c4)n3)c(-c3cc(C#N)cc(C#N)n3)cn2)c1,17.57
N#Cc1ccc(-c2cc(C#N)nc(-c3nc(C#N)nc(-c4cc(C#N)cc(-c5cccc(C#N)n5)c4)n3)c2)cc1,14.52
N#Cc1ccc(-c2ccc(C3=NC(=Cc4ccc5cc(-c6cc(C#N)ccc6C#N)ccc5n4)C(=O)N3c3cccc(C#N)c3)o2)cc1,32.93
COc1ccc(-c2cc(-c3ccc(C#N)cc3)nc(-c3ccc(-c4ccc(C#N)cn4)cc3)n2)c(C#N)c1,27.56
N#Cc1ccc(-c2cc(-c3nc(C4CCN(C#N)CC4)nc4c3CCNC4)nc(-c3ccc(C#N)cc3)n2)cc1,19.86
N#Cc1ccc(-c2ccc(-c3cnc4cc(-c5cc(C#N)cc(-c6ccc(C#N)nc6)c5)ccc4n3)cc2)cc1,12.69
N#Cc1ccc(-c2ccc(-c3cnc4c(c3)c(C(F)(F)F)nn4-c3ccc(C(N)=O)c(C#N)c3)cc2)cc1,19.81
N#Cc1ccc(-c2ccc(N=c3nc(-c4ccc(C#N)cc4)c(-c4ccc(C#N)c5ccc(C#N)nc45)c[nH]3)cc2)cc1,14.17
N#Cc1ccc(-c2ccc(C#N)nc2-c2ccc(-c3nc(-c4cc(F)c(C#N)c(F)c4)nc(N4CC5CCC(C4)O5)n3)c(F)c2)nc1,27.44
N#Cc1ccc(-c2cc(-c3n[nH]c4ccc(C#N)cc34)nc(-c3ccc(C#N)cc3)n2)cc1,12.54
N#Cc1ccc(-c2nc(-c3cc4cc(-c5cccc(C#N)n5)ccc4nc3-c3ccc(C#N)cc3)cs2)cc1,15.74
N#Cc1ccc(-c2ccc(-c3nc(Cl)nc(-c4ccc(-c5ccc(C#N)cc5)o4)n3)c(F)c2)cc1,17.1
N#Cc1ccc(-c2ccc3c(C#N)nc(-c4ccc(C#N)nc4)cc3n2)cc1,10.41
N#Cc1ccc(-c2ccc(-c3nc(-c4ccccc4)nc(-c4ccc(-c5ccc(C#N)cc5)o4)n3)cn2)cc1,15.28
Cc1nc2c(-c3ccc(-c4cccc(C#N)c4)cc3)cnc(C#N)c2n1CC#N,18.95
N#Cc1ccc(-n2cc(C#N)c3ccc(N4CCN(CCOc5nc(-c6cc(C#N)cc(C#N)c6)nc6c5NCC(=O)N6c5cc(F)cc(F)c5)CC4)cc32)cc1,33.21
CC(C#N)(C#N)n1cc(-c2ccc3nc(-c4cc(C#N)cc(-c5ccc(C#N)c(C#N)c5)c4)ncc3n2)nn1,30.06
N#Cc1ccc(-n2cnc3nc(N4CCCCC4)c(C#N)cc3c2=O)cc1C#N,22.47
N#Cc1ccc(-c2ccc3nc(-c4ccc(C#N)cc4O)nc(-c4sc(-c5ccc(C#N)cc5)nc4C#N)c3n2)cc1,21.75
Cc1nc(-c2ccc(C#N)cc2)cn1-c1cc(-c2ccc3cc(C#N)ccc3c2)cc(-c2nc(C#N)cc3ccc(-c4ccc(C#N)cc4)nc23)c1,27.42
N#Cc1c(F)c(F)c(-c2c(C#N)c(=N)[nH]c3c(C#N)c4c(cc23)CCC4)c(F)c1F,21.7
N#Cc1ccc(-c2cc(C#N)cc(-c3cnnc4ccc(C#N)cc34)c2)cc1,10.48
N#Cc1ccc(-c2ccn3ncc(-c4nc(-c5ccc(C#N)[nH]5)cc(-c5ccc(C#N)cc5)c4C#N)c3c2)cc1,15.42
N#Cc1ccc(NC(=O)c2nc(C#N)c[nH]2)c(C(=O)NCCCN)c1,22.78
N#Cc1ccc2c(C#N)c3oc(-c4cccc(-c5nn[nH]n5)c4)cc(=O)c3cc2c1,26.76
Cn1c(C#N)cc2c(-c3ccc(-c4ccc(C#N)cc4)cc3)c(C#N)c(-c3cccc(C#N)n3)nc21,12.87
N#Cc1cncc(-c2cc(N3CCC(NC(=O)c4ncoc4C#N)C3)nc(C#N)n2)c1,28.4
CN1CCC2(CCN(c3nc(-c4cc(-c5ccc(C#N)cc5)nc(-c5ccc(C#N)cc5)n4)c4cc[nH]c4n3)CC2)C1=O,20.42
N#Cc1cccc(-c2nc(-c3cccc(C#N)n3)nc3c2cnn3CC2CCCCC2)c1,14.81
N#Cc1ccc(-c2ccc(CC(=O)N=c3[nH]c(C#N)c(-c4ccc(-c5ccc(C#N)cc5)cc4)s3)cc2)cc1,19.28
N#CC=Cc1ccnc2c(-[n+]3ccc(-c4ccc(-c5ccc(-c6ccc(C#N)cc6)s5)cc4)nc3-c3ccc(C#N)cc3)cccc12,27.37
N#Cc1ccc(-c2cccc(-c3ccc4c(-c5cc(-c6c(O)[nH]c7c(C#N)cccc67)cc(-c6ccc(C#N)cc6)n5)c[nH]c4c3)c2)cc1,22.81
N#Cc1ccc(Cn2nc(-c3cc(-c4ccc(C#N)cc4)nc(-c4ccc(C#N)cc4)n3)c3c4ccncc4c(C#N)cc32)cc1,24.34
CC1CN=C(c2ccc(-c3ccccc3C#N)cc2F)c2c(F)c(C#N)c(F)c(F)c2C1C,27.72
N#Cc1ccc(-c2cc(C#N)c3ccc(C#N)cc3c2C#N)cc1,11.8
N#Cc1ccc(-c2cc(C#N)cc(-c3cc(-c4ccc(C#N)cc4)nc(N4CCc5cc(C#N)cnc5C4)n3)c2)cc1,17.36
CSC1=C(C#N)C(c2ccc(-c3ccc(C#N)cc3)cc2)C(C#N)C(C)=N1,18.55
N#Cc1cc(-c2cccc(-c3ccnc4cc(C#N)ncc34)c2)cc(-c2cc(C#N)ccn2)c1,16.25
N#Cc1ccc(-c2nc(-c3ccc(C#N)[nH]3)c3ccc(C#N)nc3n2)cc1,11.27
N#Cc1ccc(-c2cc(-c3nc(-c4ccc(-c5ccc(C#N)cc5)o4)nc4c3ccc(=O)n4CCO)nc(-c3ccc(C#N)cc3)n2)cc1,15.96
Cn1cnc2c(C#N)nc(-c3cc(C#N)cc(-c4cccc(C#N)c4)n3)cc21,14.86
COc1ccc2c(N3CCN(C)CC3)nc(-c3ccc(C#N)cc3)c(C(=O)C=Cc3cc[n+](Cc4ccc(-c5ccc(C#N)cc5)cc4)cc3)c2c1,36.93
Cn1cc(-c2ncc(C#N)c(-c3ccc(C#N)cc3)n2)c2[nH]ccc2c1=O,9.29
Cn1ccc2c(-c3cc(-c4c[nH]c(=N)c(OC(F)F)c4)nc(-c4cccc(C#N)n4)c3)nc(C3CC3)nc21,31.43
N#Cc1ccc(-c2ccc(-c3cnc(-c4ccc(-c5ncccc5C#N)nc4)c4nc(-c5cccc(C#N)n5)ccc34)cc2)cc1,21.88
C=Cc1nc2c(-c3cncc(C#N)c3)ccc(-c3nc(-c4ccc(C#N)cc4)c(C#N)[nH]3)c2n1C1CCNC1=O,29.58
CCn1c(C(=O)NC)cc2c(-c3ccc(-c4cccc(C#N)c4)nc3)nc(C#N)nc21,16.49
CC(C)(O)C(=O)N1CCc2c(cc(C#N)nc2-c2ccc(C#N)c(-c3ccc(C#N)cc3)n2)C1,19.94
CC1COCCN1c1nc(-c2ccnc(C#N)c2)nc2c(-c3cncc(C#N)c3)ncc(-c3ccc(-c4ccc(C#N)cc4)cc3)c12,18.09
CC1CCC(Cn2c(N3CCOCC3C)nc3nc(C4CCCN(C(=O)CO)C4)nc(-c4cc(-c5ccc(C#N)cn5)nc(-c5ccc(C#N)cc5)n4)c32)CC1,22.52
Cc1nc(-c2cc(-c3cc(N4CCN(C)CC4)nc(-c4ccc(C#N)nc4)n3)cc(-c3ccc(C#N)cc3)n2)c2nc(COc3ccc4c(c3)CCC4)n(C)c2n1,37.7
N#Cc1ccc(-c2c3c(n(Cc4cccc(C#N)c4)c2-c2ccc(C#N)cc2)CN(C(=O)c2ccccc2C#N)C3)cc1,27.05
N#Cc1ccc(-c2nc(-c3nn(-c4ccc(C#N)cc4)c4c3CN(C(=O)c3cccc(C#N)c3)CC4)ncc2C#N)cc1,20.52
N#Cc1ccc(-c2n[nH]c(=O)c3ccccc23)cc1,17.18
N#Cc1ccc(-c2cc(-c3ccc(C#N)cc3)nc(-c3nc(C#N)cc4[nH]nc(OCc5cccc(C#N)n5)c34)c2)cc1,21.26
CN(C)Cc1ccc(-c2cnc3[nH]cc(-c4ncc(C#N)c(-c5ccc(C#N)cc5)n4)c3c2)cc1,14.1
N#Cc1ccc(-c2ccc(-c3cc(C#N)c(C#N)c4c3C(=Cc3ccncc3)C=C4)cc2)cc1,23.42
N#Cc1ccc(-c2ccc3c(-c4cc(-c5ccc(C#N)cc5)nc(-c5ccc(C#N)cc5)c4)c(-c4ccnc(-c5ccc(C#N)cc5)c4)nnc3c2)cc1,14.38
N#CCn1c(-c2cc(-c3ccc(-c4ccc(C#N)cc4)o3)nc(-c3ccc(C#N)cc3)n2)cc2ccc(C#N)cc21,16.29
N#Cc1ccc(-c2nc(-c3cn(CCN4CCC4)c4cc(C#N)ccc34)ncc2C#N)cc1,12.17
Cc1c(-c2ccc(C#N)c(C#N)c2)nc(-c2cc(C#N)cc(-c3ccc(C#N)cc3)n2)nc1C1CC1,18.55
N#Cc1cccc(-c2cc(-c3cc4n(n3)CCS4)nc(-c3cccc(C#N)n3)n2)n1,21.9
N#Cc1cc(-c2cccnc2)cc(-c2ncc(C#N)cc2-c2nccc(C#N)n2)c1,14.12
CN(C)Cc1ccn2c(Nc3ccc4ncc(-c5cc(C#N)cc(-c6ccc(C#N)cc6)c5)nc4c3)c(-c3ccc(C#N)cc3)nc2c1,23.92
CC(=O)NC1CCc2cc(C#N)nc(-c3ccc(F)c(-c4ccc(C#N)c(F)c4)c3)c21,20.84
N#Cc1ccc(-c2ccc3c(-c4csc(-c5ccc(C#N)cc5)n4)c[nH]c3c2)cc1,10.23
N#Cc1ccc(-c2cc(C#N)cc(-c3cc(C#N)nc4c(C#N)c[nH]c34)c2)cc1,13.29
N#Cc1ccc(-c2cc(-c3cc(-c4nc5nc(C#N)ccc5c(C#N)c4Cl)ccn3)nc(-c3ccc(C#N)cc3)n2)cc1,30.41
Cc1ncc2c(-c3ncc(C#N)c(-c4ccc(C#N)cc4)n3)nc(C)nc2n1,15.17
N#Cc1ccc(-c2ccc3c(-c4cc(C#N)ccc4-n4cnc(C#N)c4)cc(C#N)nc3c2)cc1,15.31
CC12CCC3C4CCC(=O)CC4=CCC3C1CCC2=O,22.74
N#Cc1ccc(-c2cc(-c3cn(C=Cc4cccc(C#N)c4)c(=O)c4cc(F)cc(F)c34)nc(-c3ccc(C#N)cc3)n2)cc1,16.29
N#Cc1ccc(-c2ccc(C#N)nc2-c2cnc(-c3ccc(C#N)cc3)c(-c3cc(C#N)sn3)c2)cc1,19.48
CN1CN(C(CO)CO)c2nc(C#N)nc(-c3cc(C#N)cc(-c4ccc(C#N)cc4)c3)c21,17.49
N#Cc1ccc(-c2cnc(-c3ccc(C#N)cc3)c(-c3ccnc4c3cnn4C3CCN(Cc4ccccc4)CC3)n2)cc1,16.88
N#Cc1cc(F)cc(-c2cc(C#N)cc(-n3nc(C(=O)N4CCCO4)c4c3-c3ccc(-c5cc(C(F)(F)F)ccc5C#N)cc3-c3cc(C#N)ccc3OC4)c2)c1,44.63
CN1CCC(NS(=O)(=O)c2cc(-c3ccc(-c4cc(-c5ccc(C#N)cc5)nc(-c5ccc(C#N)cc5)n4)cc3C#N)ccc2C#N)CC1,27.81
N#Cc1ccc(-c2cnc(-c3cc(-c4ccc(C#N)cc4)c(C#N)c(-c4cccc(C#N)n4)n3)nc2)cc1,18.29
N#Cc1ccc(-c2ccc(-c3nc(-c4cc(C#N)cc(-c5csc(C#N)n5)c4)nc(-c4ccc(C#N)c(-c5cc(C(F)(F)F)ccc5C#N)c4)n3)o2)cc1,21.06
N#Cc1ccc(-c2nc(C#N)cc3ccc(C#N)nc23)cc1,12.27
Cn1nc(C#N)cc1-c1ccc2c(-c3ccc(Cl)c(C#Cc4ccc(C#N)cc4)c3)nc(-c3cccc(C#N)n3)nc2n1,17.0
Cc1nn2ccc(C#N)cc2c1-c1nc(-c2ccc(C#N)cc2)cc(-c2ccc3c(c2)COC3=O)n1,17.41
Cc1nc(-c2ccc(-c3ccc(C#N)cn3)cc2)c(-c2ccc(C#N)cc2)nc1-c1cnn2c(C#N)cccc12,16.27
N#Cc1ccc(-c2nc3c(cc2C#N)C(=O)c2cc(C#N)ccc2-3)cc1,12.75
Cn1cnc2c(-c3ccc(C#N)cc3F)ncc(-c3ccc(-c4ccc(C#N)cc4)cc3)c2c1=O,20.01
N#Cc1ccc(C#CCn2c(C#N)c(-c3cccc(-c4c(F)c(F)c(C#N)c(F)c4C#N)n3)c3ccccc3c2=O)cc1,25.42
N#Cc1cccc(NC(=N)NN=Cc2cccc3cc(Cl)ccc23)c1,29.26
N#Cc1ccc(-c2cc(C#N)nc(-c3cc(-c4ccc(C#N)cc4)cc(-c4ccc(C#N)nc4-c4ccc(C#N)cc4)n3)c2)cc1,17.65
N#Cc1ccc(-c2ccc(-c3cc(-c4ccc(C#N)nc4)nc(C#N)n3)c(Cl)c2)cn1,21.88
N#Cc1ccc(-c2ncc(-c3ccc(-c4ccc(-c5nccc6nc(-c7cccc(C#N)n7)ccc56)cc4O)cc3)o2)cc1,34.87
N#Cc1ccc(-c2c(C#N)nc3cc(C#N)c(-c4cccc(C#N)c4)nc3c2C#N)cc1,18.26
N#Cc1ccc(-c2cc(-c3cc(-c4ccc(-c5ccc(C#N)cc5)o4)cc4ncc(-c5ccc(C#N)cn5)nc34)cc(-c3ccc(C#N)cc3)n2)cc1,21.3
Cc1nc(-c2cc(-c3cccc(C#N)n3)nc(-c3cccc(C#N)n3)n2)c2[nH]c(=O)n(CC3CCCO3)c2n1,22.58
N#Cc1cc(-c2ccnc(C#N)c2)cc(-c2ccc(C#N)c(-c3cc(C#N)cc(C(F)(F)F)n3)c2)c1,15.36
C=CCC1c2c(cc(C#N)nc2-c2cc(CCCO)nc(-c3cccc(C#N)n3)n2)CN1C(=O)OCC(C)C,24.96
CC(C)(COC(=O)c1ccc2c(c1)OCCO2)n1c(Cl)nc(=O)[nH]c1=O,40.74
N#Cc1ccc(-c2cc(C#N)cc(-c3nc(-c4ccc(C#N)cc4)nc4ccccc34)c2)cc1,13.26
N#Cc1ccc(-c2ccc(C#N)nc2-c2ccc(C#Cc3nc4cc(C#N)ccc4s3)cc2)cc1,15.91
N#CCC(=O)N=c1[nH]c(-c2ccc(C#N)cc2)nc2ccc(-c3ccc(C#N)cc3)cc12,23.8
N#Cc1ccc(-c2cc(-c3ccc(C#N)o3)nc3c2cnc2ccc(Br)cc23)cc1,26.34
N#Cc1ccc(-c2ccc(-c3ccc4cc(C#N)nc(C#N)c4c3)cc2)cc1,16.44
Cn1c(-c2cc(C#N)nc3nn(-c4ccc(C#N)cc4)cc23)nc(-c2ccc(C#N)cc2)c1-c1ccc(C#N)cc1,21.52
N#Cc1ccc(-c2cc(-c3c[nH]c4ccc(-c5ccc(C#N)nc5)cc34)nc(-c3ccc(C#N)cc3)n2)cc1,11.82
CN(C)S(=O)(=O)Nc1cccc(-c2ccc3nc(-c4ccc(-c5ccc(C#N)cc5)cc4)cnc3n2)c1,25.31
CC(C)c1cc(C#N)cc(N2CCc3nc(C#N)nc(-c4cccc(C#CCCC#N)c4)c3C2)c1,19.2
N#Cc1ccc(-c2nc(-c3cnn4ccc(-c5cc(C#N)cc(C#N)n5)cc34)ncc2C#N)cc1,11.11
N#Cc1ccc(-c2cc(C#N)cc(-c3cccc(-c4ccnc5cc(C#N)c(C#N)cc45)c3)c2)cc1,13.59
N#Cc1cccc(-c2ccc(-c3nc(-c4cccc(C#N)n4)cc4c(-c5ccnc(C#N)c5)cc(C#N)nc34)cc2)c1,20.98
N#Cc1ccc(-c2ccc3cnc4ncc(-c5cnn(CCCO)c5)cc4c3c2)cn1,26.13
N#Cc1ccc(-c2nc(-c3cc(C#N)cc(C#N)c3)nc3c(C#N)n(-c4nc(C#N)cc5[nH]cnc45)cc23)cc1,24.85
N#Cc1ccc(-c2cc(-c3cc(C#N)cc(-n4ccc(-c5cccc(C#N)c5)n4)c3)c3cc(-n4[nH]cc(C#N)c4=N)c(C#N)cc3n2)cc1,28.49
Cn1ncc2c(-c3cc(-c4ccc(C#N)cc4)nc(-c4ccc(C#N)c(C#N)c4)n3)nc(C3CCOCC3)nc21,14.47
COc1cc(C#N)cc(-c2cnc3c(-c4cc(C#N)cc(-c5ccc(C#N)cc5)c4)cnc(C#N)c3c2)c1,17.95
CSc1cnc(-c2ccc(-c3ccc(C#N)cc3)o2)c(-c2ccc(-c3ccc(C#N)cc3)cc2)n1,18.54
N#Cc1cccc(-c2cc(C#N)cc(-c3cc(-n4cnc(-c5ccc(C#N)nc5)c4)c4ccccc4n3)n2)c1,17.2
COCCn1cc(-c2nc(C#N)nc(-c3cc(C#N)cc(C#N)c3)n2)c2nc(-c3ccc(C#N)cc3)c(C#N)cc21,23.1
N#Cc1ccc(C#Cc2cc(-c3nc(-c4cc(C#N)cc(-c5ccc(C#N)cn5)c4)nc4ccc(C#N)nc34)ccc2F)cc1,21.37
N#Cc1ccc(-c2ccc3nc(-c4cccc(C#N)n4)nc(-c4ccc(C#N)c(F)c4)c3n2)cc1,13.37
N#Cc1ccc(-c2cncc(-c3cn(Cc4cccc(C#N)c4)c4ccncc34)n2)cc1,16.25
N#Cc1ccc(-c2ccnc3c2CCN3c2ccc(C#N)cc2)cc1,18.05
Cc1cc(C#N)ccc1-c1nc(-c2cc(-c3ccc(-c4ccc(C#N)cc4)cc3)cc(-c3ccc(C#N)cc3)n2)c2cc(C#N)[nH]c2n1,22.81
Cc1cc(C#N)ncc1-c1cc(-c2ccc(C#N)cc2)cc(-c2cc(C#N)cc(-c3cccc(C#N)c3)n2)n1,21.8
N#Cc1ccc(C#N)c(-c2nc(C#N)c3c(ncn3CCF)n2)c1,23.77
N#Cc1ccc(-c2cc(C#N)ccc2-c2nc(C#N)nc(-c3cc(-c4cnc(C#N)cc4C#N)ccc3Cl)n2)cc1,27.21
N#Cc1ccc(-c2ccc(-c3nc(-c4c(-c5ccc(C#N)cc5)cnc5cc(C#N)c(C#N)cc45)nc(-c4ccc(C#N)cc4)c3C#N)cc2)cc1,21.84
N#Cc1ccc(-c2cc(-c3nc(C#N)cc4cnc(C#N)cc34)cc(-c3cc(CN)ccc3C#N)n2)cc1,23.37
N#Cc1ccc(-c2cn3c(-c4cc(Cl)cc(-c5ccc(C#N)nc5)c4)cnc3cn2)cc1,21.29
Cc1nn(C)c(C)c1C(=O)NN=Cc1ccc(C#N)nc1-c1ccc(C#N)cc1,27.01
COCCN1C(=O)C(C)c2c(-c3ccc(-c4cc(C#N)cc(-c5ccc(C#N)cc5)c4)s3)nc(C#N)nc21,21.37
N#Cc1ccc(-c2cc(-c3cn(-c4ccc(C#N)cc4)nn3)cc3cc(C#N)cc(-c4ccc(C#N)cn4)c23)cc1,23.33
N#Cc1ccc(-c2nc(-c3[nH]nc4cc(-c5cc(C#N)cc(C#N)n5)ccc34)cnc2C#N)cc1,12.67
Cc1cn(-c2cc(C#N)cc(-c3nc(-c4ccc(-c5cccc(C#N)n5)nc4)n4cnccc34)c2)cn1,25.86
CCC1N(C2CCC(O)CC2)c2nc(C#N)nc(-c3cc(C#N)ccc3C#N)c2N1S(C)(=O)=O,18.88
N#Cc1ccc(C(=O)Nc2ccc(C#N)cc2-c2cc(C#N)cc(Cl)c2Cl)cc1,24.45
N#Cc1ccc(-c2ccc(-c3ccc(-c4ccc(C#N)nc4)c4c(C#N)cccc34)c(F)c2)cn1,21.52
CC1COc2c(-c3cc(-c4ccc(C#N)cc4)ccc3OC3CNC3)nc(C#N)nc2N1C1CCC(F)(F)CC1,25.39
CC1(C)CC(NCc2cc(C#N)ccc2F)c2ccc(C#N)cc2O1,24.2
CCCCCCOc1ccc(OCc2nc(-c3ccc(C#N)cn3)c(-c3ccc(C#N)cn3)n2C)c(Cl)c1,29.09
N#Cc1ccc(-c2cc(C#N)cc(-c3cc(C#N)cc(-c4cccc5ncccc45)c3)c2)cc1,13.48
CCOc1ncc(-c2cc(F)cc(C#N)c2)cc1-c1nc(C#N)c(Br)n1C,23.5
CS(=O)(=O)N1CCCC1c1cc(-c2cc(-c3cc(C#N)cc(-c4cccc(C#N)c4)c3)nc(C#N)n2)nc(-c2cccc(C#N)n2)n1,21.71
CCC(CO)n1cc(C#N)c2c(-c3sc(-c4ccc(C#N)c(C#N)c4)nc3C#N)ccnc21,24.26
N#Cc1ccc(-c2cc(-c3cccc(C#N)c3)nc(-c3ccc(-c4ccc(C#N)cc4)c(C#N)c3)c2)cc1,16.05
N#Cc1ccc(-c2ccc(-c3cc(C#N)nc4c(-c5cnc(-c6ccc(C#N)nc6)nc5)cccc34)cc2)cc1,13.6
