SMILES,NLL
N#CC=Cc1cccc(-c2nc(-c3ccc(C#N)cc3)nc(-c3cccc(C#N)n3)n2)n1,15.23
N#Cc1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccc(C#N)cn5)nc4)nc(-c4ccc(-c5ccc(C#N)cn5)nc4)n3)cn2)nc1,4.21
CCc1noc(-c2ccc(-c3nc(-c4ccc(-c5ccc(C#N)cn5)cc4)nc(-c4ccc(-c5ncnc(C=CC#N)n5)cc4)n3)cc2)n1,19.71
Cn1cc(-c2ccc(-c3ccc(C#N)cn3)cc2F)nc1C(=O)c1ccc(C#N)cc1,19.5
Fc1ccc(CN2CCCC(n3cc(-c4cccc(-c5ccoc5)n4)nn3)C2)cc1,32.7
CCCc1ccc(C2N=C(c3ccccc3)N=C(CN3CCOCC3)C2C(=O)OCC)cc1,25.16
Fc1ccccc1-n1nnc(-c2ccccn2)n1,19.42
Clc1cc(-c2ccc(-c3cc(-c4ccc(-c5nc(Cl)nc(Cl)n5)cc4)cc(-c4ccc(-c5nc(Cl)nc(Cl)n5)cc4)c3)cc2)nc(Cl)n1,12.79
N#Cc1ccc(C(=O)Nc2ccc3[nH]ccc3c2)c(Cl)n1,26.87
CCCOCCn1nc(C#N)nc1-c1cncc(C#N)c1,20.86
c1ccc(-c2ccc(-c3nc4ccccc4n3Cc3nc(-c4ccccc4)no3)cc2)cc1,22.18
N#CC=Cc1nc(C=CC#N)nc(C=CC#N)n1,5.21
N#Cc1ccc(-c2ccc(Cn3c(Cl)nc4cc(C#N)c(C#N)c(F)c43)cn2)cc1,24.03
CCc1nc(-c2ccc(-c3cc(-c4ccc(-c5ccc(C#N)cn5)cc4)nc(-c4ccc(-c5ccc(C#N)cn5)cc4)n3)cc2)cs1,20.53
CC(C)(C)c1ccc(C=Cc2nc(-c3ccc(-c4ccc(-c5ccccc5)cc4)cc3)nc(-c3ccc(C(F)(F)F)cc3)n2)cc1,29.71
N#Cc1cc(F)cc(-c2ccc(-c3cccc(F)c3C#N)cn2)c1,14.8
N#Cc1ccc(-c2nc(-c3ccc(-c4ccc(C#N)cn4)nc3)nc(-c3ccc(-c4ccc(C#N)cn4)nc3)n2)cc1,6.15
Cc1c(C#N)c(NC(=O)CCC(=O)O)n(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c1C,22.25
CC(C)Oc1ccc(-c2cc(-c3cccc(C#N)n3)nc(-c3ccc(C#N)cc3)n2)cc1C#N,14.35
Nc1cc(=O)[nH]n1CCN=c1cc[nH]c2cc(Cl)ccc12,25.1
Clc1nc(Cl)nc(-c2ccc(-c3cc(-c4ccc(-c5nc(Cl)nc(Cl)n5)cc4)cc(-c4ccc(-c5nc(Cl)nc(Cl)n5)cc4)c3)cc2)n1,4.53
N#CC=Cc1nc(C#N)nc(C=CC#N)n1,10.96
N#Cc1ccc(-c2nc(-c3cc(C#N)oc3CO)c3cncnc3n2)cn1,29.72
COc1ccc(C(=O)NCCO)cc1-c1ccc2c(cnn2-c2cccc(C#N)c2)n1,26.03
Nc1ccc2ccc(O)c(C=Nc3ccccc3O)c2c1,26.6
[O-][S+]1c2ccccc2N=C(N2CCN(CC=Cc3ccco3)CC2)c2ccccc21,28.07
CCCCCc1ccc(C(=O)Nc2ccc(N=c3nc(N4CC(N)CC(N)C4)[nH]c(N4CC(N)CC(N)C4)n3)c(C#N)c2)cc1,26.21
Cc1nc(-c2ccc(F)cc2)ccc1C(=O)NCc1noc(C(C)C)n1,22.45
COc1ccc(NC(=O)c2cccc3c(=Nc4ccc(C)cc4)c4ccccc4[nH]c23)cc1,26.81
CNc1c(C#N)nn(-c2ccc(-n3cc(C)nc3C)cc2)c1-c1ccc(OC)cc1OC,30.21
O=C(COc1cc(-c2ccc3ccccc3n2)nc(-c2ccncc2)n1)c1ccc(-c2ccccc2)cc1,31.99
CN1CCC(n2cc(-c3n[nH]c(=NCc4cc(F)cc(F)c4)nc3-c3ccco3)c3ccccc32)CC1,39.45
O=C1NCCc2cc(C#Cc3ccsc3)ccc21,19.42
N#Cc1cn(CC(=O)O)c2ccccc12,17.48
N#CC=Cc1cc(Br)ccn1,13.07
CCOC(=O)c1cc(-c2ccc(C(F)(F)F)cc2)nn1-c1ccc(C#N)cc1,20.92
Cc1nc(-c2cc(=Nc3ccn(C(C)C)n3)c3cccc(C#N)c3[nH]2)cc(-c2cccnc2F)n1,35.38
CN1CCN(c2cnn(Cc3ccc(-c4ccc(C(F)(F)F)nc4)cc3)c2-c2cccc(C#N)n2)C1=O,31.93
N#Cc1ccc(-c2cc(=O)c3c(O)cc(O)c(CN)c3o2)cc1,22.88
N#Cc1cc(=Nc2cc(N)[nH]c(=N)c2Cl)nc(-c2cnc(N3CCC(F)C3)c(C#N)c2)[nH]1,28.78
N=c1c2c([nH]c3ccccc13)CCC2,15.83
N#Cc1ccc(-c2ccc(-c3nc(-c4ccc(C#N)nc4)nc(N4CCC(N5CCCCC5)CC4)n3)nc2C#N)nc1,22.27
CN(C)S(=O)(=O)c1ccccc1-c1ccc(F)c(CCNC(=S)N=c2cc[nH]cc2)c1,33.04
N#Cc1ccc(-c2ccc(-c3nc(-c4ccc(-c5cccc(-c6ccc(C#N)cc6)n5)cc4)nc(-c4ccc(-c5ccccc5F)nc4)n3)cc2)cc1,25.56
COc1ccc(-c2ccc(C#N)cc2F)cc1-c1nc(C#N)c(N)n1-c1ccc(F)cc1,30.45
N#Cc1ccc(NCc2ccco2)c(C#N)c1,18.44
COC1CN(c2nc(-c3cccc(C#N)n3)nc(-c3cccc(C#N)n3)n2)CCC1C(=O)O,10.49
C=CC(=O)Nc1cc(N=c2nc(-c3cncc(C#N)c3)cc[nH]2)c(Cl)nc1Cl,21.5
N#Cc1cc[n+](C=C2CSC3=NS(=O)(=O)CC(c4ccc(F)c(F)c4)N23)cc1,34.51
N#Cc1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccc(Cl)cc5)cc4)nc(-c4ccc(-c5ccc(C#N)cn5)nc4)n3)cc2)nc1,13.97
N#Cc1ccc(CNCc2ccn(Cc3cccc(F)c3)c2)cn1,27.91
N#CC=Cc1cncc(-c2ccc3c(c2)nc(-c2ccc(C(F)(F)F)cc2)n3C2CCCCC2)c1,26.17
N#CCc1ccc(NC(=N)Nc2ccc(C#N)cc2)cc1,20.97
Cn1c(C(C#N)c2ccc(C#N)cc2)ccc(C#N)c1=Nc1ccc(F)c(C#N)c1,26.08
N#Cc1c2ccccc2c(-c2nc(-c3c4ccccc4c(C#N)c4ccccc34)nc(-c3c4c5c(cccc5c5ccccc35)C(=N)N4)n2)c2ccccc12,20.36
O=C1NC(=O)C(=Cc2cc(Br)c(O)c(Br)c2)C(=O)N1,19.14
CC1OCCN(c2nc(-c3cncc(C#N)c3)nc3ncc(C#N)cc23)C1C1CC1,26.63
CNC(=O)Cc1cc(C#Cc2ccc(C#N)cc2)ccc1F,28.71
CC(C)=CCc1c(O)cc2occ(-c3ccc(N(C)C)cc3)c(=O)c2c1O,23.05
N#Cc1ccc(-c2nc(-c3ccc(-c4nc(-c5ccc(C#N)cc5)nc(CCC(=O)O)c4C#N)cc3)nc(-c3ccc(-c4ccc(C#N)cn4)s3)n2)cc1,29.18
Cc1cc(C(=O)Nc2ccc3c(c2)C(=O)c2ccc(N)cc2C3=O)no1,15.13
C=Cc1ccc(Cc2cc(O)n(Cc3ccccc3)c2)cn1,29.32
Cc1ccc(-c2cc[nH]c(=Nc3ccc(C(=O)Nc4cccc(C(F)(F)F)c4)cc3)n2)cc1C#N,19.76
N#CC=Cc1cc(-c2ccc(Br)cc2)nc(C=CC#N)n1,14.65
CS(=O)(=O)N1CC(c2ccc(F)cc2)Cc2ccc(C#N)cc21,31.43
CC1(O)CCN(c2nc(-c3cccc(C#N)n3)nc(-c3cccc(C#N)n3)n2)C1,10.89
Cc1ccc(S(=O)(=O)NCCC(=O)NC(C(=O)NC(CCCN=C(N)N)C(=O)c2nccs2)C(C)C)cc1,34.38
CC(C=Cc1c(-c2ccc(C#N)cc2)c2ccc(OCC(C)(O)c3ccc(F)cc3)cc2oc1=O)=CCCC(=O)Nc1ccccc1N,44.26
CN1CC=C(c2c3c4c(c(F)cnc4n2C)-c2cc(F)ccc2N(C)C3)CC1,29.68
COc1ccc(C=CC(=O)c2c(N)n(C)c(=O)n(C)c2=O)cc1,21.05
CC12c3ccccc3C(c3ccccc31)N2c1ccnn(-c2ccccc2)c1=O,31.49
N#Cc1ccc(-c2cccc(-c3ccc(CC4=NC(=S)NC4=O)cc3)n2)cc1,18.93
N#Cc1ccc(-c2nc(-c3ccc(-c4c(O)cc(-c5ccccc5)nc4Cc4nc5ccccc5[nH]4)cc3)no2)cc1,37.89
CC(C)(C)c1cc(-c2ccc(C#N)cc2)nc(=NC(=O)c2ccc(-n3ccccc3=O)cc2)[nH]1,21.54
Cc1ccc(C=CC(=O)c2ccc(-n3cccc3)cc2)c(Cl)c1,21.01
N#Cc1ccc(-c2nc(-c3ccc(C#N)cc3)nc(-c3ccc(C#N)cc3)n2)cc1,8.45
N#CCNC(=O)c1cc(-c2ccc(C=c3c(=C(C#N)c4ccc(C#N)cc4)[nH]c4ccc(-c5cccnc5)cc34)cc2)ccn1,40.43
N#CC=Cc1cc(C(=O)O)nc(C=CC#N)n1,12.92
Cc1cnc(Cl)nc1-c1ccc(N(Cc2ccccc2)C(=O)c2cc3ccccc3s2)cc1,24.44
c1ccc2cc(-c3nn[nH]n3)ccc2c1,18.99
N#Cc1cccc(-c2nc(-c3ccc(-c4ncccn4)cc3)nc(-c3nc(-c4ccccc4Cl)nn3-c3ccc(Cl)c(Cl)c3)n2)n1,30.66
N#Cc1cccc(-c2nc(-c3cccc(C#N)n3)nc(N3OCCC3CN3CCCC3)n2)n1,18.17
CC1(C)c2cc(-c3cccc(C#N)c3)ccc2C(=O)c2c1[nH]c1cc(C#N)ccc21,16.0
N#Cc1ccc(-c2ccc(C(=O)c3ccc(-c4ccc(C#N)nc4)nc3-c3ccc(C#N)cc3)cc2)cc1,20.05
N#Cc1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccc(C#N)cn5)nc4)nc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)cc2)nc1,16.77
N#Cc1cncc(-c2ccc(C(CC(=O)N3CCN(C4CCCc5ccc(C#N)nc54)CC3)c3ccc(C#N)nc3)cc2)c1,29.11
N#Cc1ccc2c(=Nc3cc(Nc4ccc5c(c4)C(=O)c4ccc(N)cc4C5=O)c(N)cc3O)cc[nH]c2c1,19.83
N#Cc1ccc(-c2nc(-c3ccccc3)c(-c3ccc(C#N)cc3)c(-c3ccccc3)n2)cc1,20.6
FC(F)(F)c1cc(-c2ccc(-c3nc(Cl)nc(Cl)n3)cc2)cc(-c2ccc(-c3nc(Cl)nc(Cl)n3)cc2)c1,8.01
Cc1ccc(Cc2c(-c3ccc(C#N)cc3)nc3ccc(C#N)cn23)cc1,20.88
C=C(C)COc1ccc2c(-c3ccc(OCCN4CCCC4)cc3)nc(-c3ccc(-c4ccc(C#N)cn4)cc3)nc2c1,32.15
CCc1cc(-c2nc(COc3ccc(OCC(=O)O)c(C)c3)nc(-c3cc(F)c(F)c(C#N)c3)n2)cc(C)c1OCC(O)CNC(=O)CO,24.73
N#Cc1c(F)c(F)c(-c2nc(-c3c(F)c(F)c(C#N)c(F)c3F)nc(-c3c(F)c(F)c(C#N)c(F)c3F)n2)c(F)c1F,5.41
N#Cc1ccc(-c2ccc(-c3nc(-c4ccc(-c5cccc(C#N)c5)cc4)nc(-c4ccc(C#N)cn4)n3)cc2)nc1,17.92
N#Cc1ccc(-c2nc(OC(=O)c3ccc(F)cc3)nc(-c3ccccn3)n2)cc1,21.86
N#Cc1cc(-c2cc[nH]c(=Nc3ccc(C(=O)N4CCCC4)cc3)n2)ccc1N1CCCC1,20.75
N#Cc1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccc(F)c(C#N)c5)cc4)nc(-c4ccc(C#N)nc4)n3)cn2)nc1,9.95
Cc1cc(-c2ccc(-c3nc(-c4ccc(-c5ccc(C#N)cc5)cc4)nc(-c4ccc(-c5ccc(C#N)cn5)nc4)n3)cc2)ccc1C#N,13.31
CC(C)n1cc(C=CC(=O)Nc2cccc(-c3cccc(C(=O)N4CCC(F)(F)CC4)n3)c2)c2ccc(C#N)nc21,38.44
N#Cc1c(F)c(F)c(-c2nc(-c3ccc(F)cc3)nc(-c3c(F)c(F)c(C#N)c(F)c3F)n2)c(F)c1F,10.24
CC#CCNCc1ccc(C#N)cc1,20.5
Cc1cc(-c2cc(-c3ccncc3)nc3c(C#N)nc(C(=O)NCC(=O)O)c(O)c23)ccn1,27.92
CC(=O)c1cccc(-c2csc(-c3ccccc3NC(=O)c3ccc(F)c(F)c3)n2)c1,30.99
Cc1nc(C(=O)NCc2ccc(N(C)C)cc2)c2c(n1)-c1ccccc1C1CCCCC21,29.04
N#CC=Cc1cccc(-c2ccc(-c3nc(-c4ccc(C#N)cc4)nc(-c4cccc(C=CC#N)n4)n3)cc2)n1,17.77
Cc1ccccc1C(=O)Nc1ccc(-c2nc(-c3ccc(-c4ccc(C#N)cn4)cc3)nc(-c3ccc(-c4ccc(C#N)cn4)cc3)n2)cc1,18.43
CN(C)C1CN(c2nc(-c3cccc(C#N)n3)nc(-c3c[nH]c(C#N)n3)n2)CC1F,15.87
CN(C)CCCn1c(C#N)ccc1CC1=NC(=S)N(c2ccc(C#N)cc2)C1=O,28.83
CCNC(=O)C1OC(n2cnc3c(=N)nc(C#CC(O)c4ccccc4)[nH]c32)C(O)C1O,23.23
CC(=O)c1cc(-c2ccc(-c3ccc(C#N)cn3)cc2)n(-c2ccc(C#N)cc2)n1,15.3
N#Cc1ccc(-c2ccc(-c3nc(-c4ccc(-c5cccc(C#N)c5)cc4)nc(-c4cccc(C#N)n4)n3)cn2)nc1,9.91
CCOC(=O)C(C#N)c1csc(=Nc2cc(N3CCC(N(C)C)C3)nc3c2c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)[nH]1,49.85
N#CC(C(=O)Nc1ccc(F)cc1)C(=O)c1ccc(-c2ccc3ccccc3c2)cc1,32.25
N#Cc1ccc(-c2nc(COc3ccc(-c4cccc(C#N)n4)cc3)nc(-c3ccc(-c4ccc(C#N)cn4)nc3)n2)cc1,14.44
C=CCn1c(=O)[nH]c(O)c(C(C)=Nc2ccc(C(=O)OC)cc2)c1=O,21.87
C=CC(C)(C)c1[nH]c2ccccc2c1C=c1ccc(=C(C#N)C#N)[nH]1,18.94
N=C(N)c1ccc(-c2cc(-c3ccc(C(O)=NO)cc3)no2)cc1,22.43
Cc1ccccc1C(=O)c1cc[nH]c(=Nc2cncc(C#N)c2)n1,30.38
Cn1c(CN2CCC(CO)(Cc3ccc(F)cc3)CC2)cc(=O)n1-c1ccccc1,23.55
N#Cc1ccc(-n2c(SC3CCOC3=O)nnc2-c2ccco2)cc1,23.65
Clc1nc(Cl)nc(-n2cncn2)n1,13.61
Clc1ccc2[nH]c(-c3ccc(-c4cc(-c5ccc(-c6nc(Cl)nc(Cl)n6)cc5)cc(-c5ccc(-c6nc(Cl)nc(Cl)n6)cc5)c4)cc3)nc2c1,15.41
N#Cc1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccc(C#N)cc5)s4)nc(-c4c(F)c(F)c(C#N)c(F)c4F)n3)cc2)cc1,15.94
COc1ccc(N=Cc2ccccn2)cc1,13.67
COc1ccc(-c2nc(Br)c(C#N)c(-c3cc(Br)c(O)c(Br)c3)n2)cc1OC,26.19
N#Cc1ccc(C=Cc2cc(-c3ccc(C#N)cc3)nc3ccc(C(=O)c4cccnc4)cc23)cc1,22.88
N#Cc1c2ccccc2c(-c2nc(-c3c4ccccc4c(C#N)c4ccccc34)nc(-c3c4ccccc4c(C#N)c4ccccc34)n2)c2ccccc12,4.85
N#Cc1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccc(C#N)cc5)nc4)nc(-c4ccc(-c5ccc(C#N)cn5)nc4)n3)cc2)cc1,12.44
O=C(NCc1ccc2ccccc2c1)C1CCCCN1S(=O)(=O)c1ccccc1,26.06
N#Cc1cnc(-c2ccc(-c3nc(-c4ccc(-c5ccc(F)c(C#N)c5)cc4)nc(-c4cccc(C#N)n4)n3)cn2)nc1,14.1
N#Cc1cccc(-c2ccc3ncc(-c4cncs4)cc3c2)c1F,31.53
N#Cc1ccc(-c2nc(-c3ccc(-c4ccc(C#N)cn4)nc3)nc(-c3ccnc4ccc(C#N)cc34)n2)cc1,16.28
COc1ccc(-c2nnc(COc3cnn(C(C)(C)C)c(=O)c3Cl)o2)cc1,19.56
N#Cc1ccc(-c2nc(-c3ccc(Oc4ccccc4)cc3)nc(-c3ccc(-c4ccc(C#N)cn4)cc3)n2)cc1,14.45
N#Cc1ccc(-c2nc(-c3cccc(C#N)n3)nc(-c3cccc(C#N)n3)n2)cc1,8.42
CC(=O)c1ccc(C=Cc2nc(-c3ccc(C#N)cc3)nc(-c3ccc(-c4cn(-c5cc(C#N)cc(-c6ccc(-c7nc(Cl)nc(Cl)n7)cc6)c5)nn4)cc3)n2)cc1,33.68
N#Cc1ccc(-c2ccc(-c3nc(Cc4cccc(Cl)c4)nc(-c4ccc(-c5ccc(C#N)cn5)cc4)n3)cc2)nc1,18.63
O=C(NN=CC=Cc1ccco1)c1ccc(Cn2nnc3ccccc3c2=O)cc1,29.18
CN(C)CCN1C(=O)c2ccc(N=CN3CCN(C=O)CC3)c3c2c(cn3CCNCCO)C1=O,33.22
Cc1ccc2cc(-c3cccc(N=CN4CCN(C=O)CC4)n3)c(Cl)nc2c1,18.85
N#Cc1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccc(C#N)cn5)cc4)nc(-c4ccc(-c5ccc(C#N)cn5)nn4)n3)cc2)cc1,15.76
C=c1[nH]c(=Cc2c(O)[nH]c3ccc(-c4ccc(-n5cnc(C)c5)nc4)cc23)c(C)c1C(=O)N1CCN(C=O)CC1,22.38
Cc1ccc(-n2c(O)ccc2O)cc1,17.14
CCN(CC(=O)Nc1c(F)cccc1F)C(=O)c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2OC)cc1,28.12
CC1(C)Cc2c(sc3ncn(-c4cc(C#N)cc(C#N)c4)c(=O)c23)CO1,22.95
Cc1nc(-c2ccc(NCc3ccc(C#N)nc3-c3ccc(C#N)cc3)cc2)co1,20.7
N#Cc1ccc(-c2nc(CN(CC(=O)O)C3CC3)nc(-c3cccs3)n2)cc1,27.84
Cc1ncn(-c2ccc(C(=O)Nc3ccc(C4CNC4)cc3)c(Cl)c2)n1,23.03
CSc1nc(CCNC(=O)C(N)Cc2ccccc2)nc(-c2ccc(-c3cncc(-c4ccc(C#N)cc4)n3)cc2)n1,36.29
COc1ccc(-c2nc(-c3cccc(C#N)n3)nc3ccccc23)cc1C(=O)N=c1cc[nH]cc1F,29.44
N#Cc1ccc(Oc2ccc(S(=O)(=O)N=c3ccc(F)c[nH]3)cc2)c(C#N)c1,16.51
N#Cc1ccc(-c2nc(-c3ccc(C#N)cc3)nc(-c3ccc(C#N)cn3)n2)cc1,10.31
COc1cc(CCC#N)cc(F)c1OCc1cccc(CCc2ccccn2)n1,33.02
